"cik";"company";"year";"date";"ARI";"ARI.simple";"ARI.NRI";"Bormuth.MC";"Bormuth.GP";"Coleman";"Coleman.C2";"Coleman.Liau.ECP";"Coleman.Liau.grade";"Coleman.Liau.short";"Dale.Chall";"Dale.Chall.old";"Dale.Chall.PSK";"Danielson.Bryan";"Danielson.Bryan.2";"Dickes.Steiwer";"DRP";"ELF";"Farr.Jenkins.Paterson";"Flesch";"Flesch.PSK";"Flesch.Kincaid";"FOG";"FOG.PSK";"FOG.NRI";"FORCAST";"FORCAST.RGL";"Fucks";"Linsear.Write";"LIW";"nWS";"nWS.2";"nWS.3";"nWS.4";"RIX";"Scrabble";"SMOG";"SMOG.C";"SMOG.simple";"SMOG.de";"Spache";"Spache.old";"Strain";"Traenkle.Bailer";"Traenkle.Bailer.2";"Wheeler.Smith";"meanSentenceLength";"meanWordSyllables";"NCSKEW";"DUVOL";"CRASH_COUNT"
4962;"AMERICAN EXPRESS";"2016";"20160219";-21,7675633080171;-84,1487215132994;-19,0960891923753;-6,74212904644784;-803536544,506673;28,6566943265647;26,5038059617983;30,0633674735094;-14,8264670587885;-14,8277110860527;0,764638144736459;-11,8030668188691;-10,0805890946444;-8,67406059180181;79,3624434930173;-609,432799808968;-774,212904644784;-17,278053316801;-67,2368304660292;14,3494204700748;-8,98531026413677;-20,2041239832162;-24,3435580534704;-12,1343622752021;-31311,3728533788;-12,196896008539;-11,8465856093929;-192,610353378797;-35,7916924984501;-71,7788162857509;-13,8674750411348;-14,2084536542752;-13,1080771749154;-14,6897798947365;-12,8803471791693;1,61562775798385;-20,2176832266926;-19,3923012200773;-19,3840682902134;-14,3840682902134;-9,25370971179284;-10,3606377285204;-19,9128022318661;-665,863890840021;-322,663532319816;-172,78053316801;-36,0114693118413;-1,84319075861;-3,48400025925955;-0,741269834697818;0
4962;"AMERICAN EXPRESS";"2017";"20170217";-22,8458977983939;-86,337729752745;-19,7868967241997;-7,28912471305108;-1010638528,38825;30,1714479545338;27,5613750789343;31,493483096957;-14,4346096575014;-14,4358684484495;-0,549995282504501;-11,8339975019263;-10,1704187654565;-8,83520359970387;80,4014092070768;-639,861101249177;-828,912471305108;-18,2041154995022;-70,1432768059944;12,8775516974105;-9,13136427787486;-21,125387397249;-25,3701609366483;-12,8787577748164;-33968,4383538002;-12,0207618657519;-11,6528380523271;-205,030202456024;-38,1652837703286;-73,4863311215092;-14,0592555428142;-14,4280707186783;-13,5636184695474;-15,368667939879;-13,454364420843;1,62361883787626;-20,775218365862;-19,9213522510893;-19,9186178004429;-14,9186178004429;-9,52514675008471;-10,685944660894;-21,3059741121806;-695,459788643857;-316,162518473538;-182,041154995022;-38,8934616661135;-1,82601163961565;-1,7161618765008;-0,423211478338125;-2
5272;"AMERICAN INTL.GP";"2008";"20080228";-18,3773703950172;-77,3234640924833;-16,6223953372848;-5,24646145517251;-391135498,977511;29,6796272130149;28,5574890889846;28,5979996650572;-15,2279836997757;-15,2291461133586;0,270981336497954;-12,3919231569314;-10,3297444392934;-8,03530234443115;77,5057731998465;-519,081362506001;-624,646145517251;-13,3181911192961;-59,3205573866819;19,9110940988112;-8,50545219568138;-17,4939260189055;-21,8566639005107;-10,1936644274446;-29748,7215469613;-12,077950324068;-11,7157453564748;-153,977491303458;-29,8244321669736;-64,9088890058477;-12,9410088070626;-13,3171568684262;-12,0897528819092;-13,0522942718461;-10,354000409249;1,57654008923613;-18,7282535127094;-17,9806051382324;-17,9560436363465;-12,9560436363465;-8,88305256305222;-9,86212497393461;-15,8414364640884;-578,978482544012;-332,13545999188;-133,181911192961;-28,2246777163904;-1,87087302622994;0,922614601161327;0,645338700675438;3
5272;"AMERICAN INTL.GP";"2009";"20090302";-19,7943197661496;-80,2551639898203;-17,2362115529501;-6,19980188163161;-646260677,746024;33,6209536877246;31,3088338472855;33,0165156271092;-14,0172926521096;-14,0184886977678;0,551005743555915;-12,0181679667845;-10,173585520945;-8,17581121297022;80,3011882600304;-564,567531132267;-719,980188163162;-14,6745061147695;-64,3745537887629;21,2144695027672;-8,55204406125045;-18,5610874175078;-22,7521235923635;-11,2719483389989;-60576,3748118532;-11,619656547939;-11,2116222027329;-173,661201451418;-31,4274963042602;-66,0473831718887;-12,6309675653379;-13,062023593414;-12,2211616093687;-13,6223381578326;-10,9051202795323;1,5994942733663;-19,1419941232745;-18,3724892739832;-18,3527268679525;-13,3527268679525;-9,07691259097077;-10,1363162155125;-17,9077543340949;-623,246651025945;-311,896850034838;-146,745061147695;-33,2521166509878;-1,79514931556123;-2,93223166625985;-1,15211464027748;-2
5272;"AMERICAN INTL.GP";"2010";"20100226";-19,6376672205061;-79,8608768179124;-17,5412514305925;-5,80422312886607;-529596033,341718;30,9218681666096;29,1863068735675;29,1011158579445;-15,0901278504598;-15,0913262902758;0,0303890204580028;-12,2433066598605;-10,2886088416392;-8,27630078134018;78,2034309862047;-552,316032887682;-680,422312886607;-14,3858642177763;-62,2464481623459;19,0594020365634;-8,61851895742998;-18,3326196363576;-22,5741412796322;-10,8647165058554;-44482,6661405379;-11,933503701557;-11,5568540717127;-168,540013119055;-31,5119711380781;-66,4366704791607;-12,9757147158711;-13,3663071415469;-12,3146347396373;-13,5189829250432;-10,9906526730075;1,58291738158374;-19,1635004309298;-18,3928653720803;-18,3733465301341;-13,3733465301341;-9,04777574272671;-10,0757356454469;-17,2372581174155;-611,696109221621;-328,810287708881;-143,858642177763;-31,122499180059;-1,84617330136734;-1,27365074992729;-1,08515911718998;-4
5272;"AMERICAN INTL.GP";"2011";"20110224";-19,8845779332492;-80,3347669724799;-17,8447004690976;-5,81696722574956;-532333701,871785;30,0762360346953;28,4187546505754;28,0775617683321;-15,3705857652299;-15,3717918497477;-0,233256247732349;-12,2840818420751;-10,3195260151103;-8,35909611297892;77,7452027435814;-556,427124064569;-681,696722574957;-14,6118164889115;-62,3044234320142;17,2736056962032;-8,71564962558747;-18,593326652955;-22,7672540627364;-10,9202078549774;-43469,218775182;-12,0318330192215;-11,6650163211436;-170,272557982055;-32,1029287286271;-67,240919038829;-13,1913289636501;-13,5696478494166;-12,4527324938655;-13,6510465291228;-11,2432706957847;1,58252534358729;-19,3131520840367;-18,5346680180844;-18,5168284602461;-13,5168284602461;-9,07096169376713;-10,1007122644012;-17,4553072625698;-616,009101958208;-333,271130574037;-146,118164889115;-31,169290672084;-1,86672061786799;-0,0655632051978535;0,039300116299102;-1
5272;"AMERICAN INTL.GP";"2012";"20120223";-18,9577975904785;-78,4896769660842;-17,0582605857065;-5,49437454570721;-452269795,181112;30,3131618269662;28,8995182436508;28,705677857471;-15,1984794443415;-15,1996595330201;0,767425533791936;-12,2260322426526;-10,2382715496557;-8,15034570335904;77,7663736979576;-534,076555188097;-649,437454570721;-13,777759634226;-60,6129575690987;19,6112196486131;-8,55131404460904;-17,8539979302615;-22,0554779654611;-10,4611991593205;-40322,0431180601;-12,0042835084923;-11,6347118593415;-160,589647289353;-30,2527759634226;-65,4268632433612;-12,8687373370604;-13,2496257179055;-12,1014906327651;-13,1774075903808;-10,5987916394513;1,59112995053258;-18,8398730743191;-18,0863065663454;-18,0630614327125;-13,0630614327125;-8,87441963553625;-9,87113043230565;-16,455764206401;-594,133632016092;-331,331586133885;-137,77759634226;-29,5057152188112;-1,85904821990891;0,0129470287214102;0,0310072227123051;0
5272;"AMERICAN INTL.GP";"2013";"20130221";-19,8078983725437;-80,2351437069709;-17,4977891291681;-6,01060056373959;-592188412,712045;31,2752956886685;29,3419717911164;30,7099866188314;-14,6492908264937;-14,6504912760048;0,907581162227146;-12,0260021124116;-10,1552750934213;-8,25798771258998;79,1027789216877;-560,016613149612;-701,060056373959;-14,8054196959683;-63,357197920704;18,0505730851913;-8,69827682389801;-18,7462665229231;-23,1593489868929;-11,1961773115556;-59435,4055142102;-11,8924074780618;-11,511648225868;-171,896232650364;-33,0939854593523;-67,0543623422288;-13,1345110695076;-13,5327192145725;-12,6318900885446;-13,9107672847177;-11,2236615994712;1,6019823916881;-19,5610640460227;-18,7696357304487;-18,7545196989671;-13,7545196989671;-8,98129773608792;-10,0215031066069;-17,8336021150033;-619,215290243236;-321,978117494554;-148,054196959683;-32,2211500330469;-1,84491678051142;0,350956159878199;0,152469267972191;-2
5272;"AMERICAN INTL.GP";"2014";"20140220";-19,3746316800053;-79,3413749751308;-17,295912189365;-5,73074523345019;-514725286,361591;29,9480756013746;28,3692302405498;29,479498445819;-14,9864495078518;-14,9876405956472;1,08778606670155;-12,0922060416073;-10,1692508337412;-8,21096871934268;78,316456319744;-546,272837794278;-673,074523345019;-14,4428792787717;-61,8741052217509;18,0314211012732;-8,66501568142715;-18,381914613726;-22,7966590393078;-10,8548200309806;-51159,5096492464;-12,046735395189;-11,6814089347079;-166,008170164812;-32,2783490632483;-66,3048205650506;-13,1571545895418;-13,5317101317563;-12,5195346635757;-13,6749629537613;-10,9328074376673;1,59417277195626;-19,3573091780268;-18,5765142681902;-18,5591650796038;-13,5591650796038;-8,90528305927605;-9,92095289554843;-17,1814762642626;-605,484321086979;-327,090538526827;-144,428792787717;-30,7437667277081;-1,86286827033219;0,441667167498997;0,0839616341584359;1
5272;"AMERICAN INTL.GP";"2015";"20150220";-18,9829995659866;-78,5168124745983;-17,2020773176958;-5,40842086544588;-428327881,384126;27,1702658875874;26,1548004502935;27,5762543930419;-15,5079459912889;-15,5091272883218;1,52587660982063;-12,1306556977698;-10,1575117208781;-8,18919392557686;77,1735511333364;-532,368861698338;-640,842086544588;-14,2649805447471;-60,1733687773462;16,7762639252189;-8,69284179995793;-18,1322899991896;-22,4880163672549;-10,4871401605081;-33442,7521478599;-12,3697365246991;-12,036710177169;-159,632101167315;-31,5727626459144;-66,2290199848505;-13,365088606127;-13,6884459061515;-12,4717754003087;-13,4782779049797;-10,7992217898833;1,58597325356808;-19,1789594086355;-18,4075122922544;-18,3881681770235;-13,3881681770235;-8,8395210351494;-9,82788282807593;-16,5339688715953;-592,322315973012;-336,340996766263;-142,649805447471;-29,0342412451362;-1,89821490793106;0,610587942129096;0,288893532841527;2
5272;"AMERICAN INTL.GP";"2016";"20160219";-18,9775417728654;-78,5158776077199;-17,144670688865;-5,44833278816635;-439308274,841314;27,5680234801301;26,4753614800933;28,0591205074501;-15,3756387444766;-15,376819710081;2,15458650239816;-12,0122983899748;-10,0759016894984;-8,17379096347212;77,4291007181357;-533,174250463238;-644,833278816635;-14,2794196668458;-60,3845701895174;16,9646786116732;-8,687650830864;-18,1589095990703;-22,5068354662202;-10,5281103717616;-36780,7758812466;-12,3234856418453;-11,9858342060299;-160,107827332975;-31,6102453877843;-66,0461892675581;-13,3070415751345;-13,636484250344;-12,4631868401679;-13,4893139551898;-10,7626723983521;1,59077780223063;-19,1884836669225;-18,4165363881226;-18,3972997765317;-13,3972997765317;-8,75974149772329;-9,74721350797907;-16,6132724341752;-593,315634319688;-334,624118016009;-142,794196668458;-29,2471789360559;-1,89343303508546;2,83592806685409;0,564707403377154;1
5272;"AMERICAN INTL.GP";"2017";"20170223";-18,7442842376235;-78,069872889913;-16,8490667864451;-5,4422944861925;-436701304,840492;28,3074752107407;27,1414192011069;29,1078733787697;-15,0882762627236;-15,089449896231;1,45985414373705;-12,1281930903536;-10,1605243309748;-8,09478836716048;77,9068132379288;-529,604387410625;-644,22944861925;-14,1086345757633;-60,3688098095191;17,9137494541054;-8,63645661866275;-18,0249192118159;-22,341690220302;-10,4863758124749;-34972,1098445402;-12,237502882472;-11,8912531707192;-158,644315414872;-31,1279265780109;-65,3381990063905;-13,1003236039923;-13,4392347615679;-12,3415428988288;-13,3760814915018;-10,5551601423488;1,59187844096775;-19,065493208619;-18,300013294228;-18,2793798740355;-13,2793798740355;-8,80183565685696;-9,79126944661351;-16,5118561528376;-588,775336816777;-328,883636735376;-141,086345757633;-29,2406817756134;-1,88229265418022;0,0188799044947282;0,0137625270866613;1
318154;"AMGEN";"2008";"20080228";-17,3069593230259;-75,284629519734;-15,2240753868529;-5,25745450904335;-388252533,822569;31,2428403855394;29,9360717751585;33,7890657536957;-13,8056108272244;-13,806739591283;3,00983475035243;-11,9271545189469;-9,99319636235079;-7,66550960744721;79,9042026691793;-503,824658692504;-625,745450904335;-13,043571237637;-59,4499933970816;25,0651555613401;-8,2316568621267;-16,8114608675678;-20,64555705677;-9,92075371150673;-22053,6324178027;-11,8961813505187;-11,5157994855705;-147,887997861534;-26,3769045709703;-61,5058247673856;-11,8350512596152;-12,2001886360564;-11,1771137915666;-12,2201847792763;-9,40069500133654;1,61924094339097;-17,7989898923847;-17,1012884538754;-17,0650909802346;-12,0650909802346;-8,4378018365288;-9,39722159087196;-15,3902165196472;-562,461360554983;-310,860683406446;-130,43571237637;-28,3712910986367;-1,80819129992368;-0,947250290373005;-0,2671090864035;0
318154;"AMGEN";"2009";"20090227";-19,1981069503551;-79,0260171296669;-16,9543884006855;-5,81955446505224;-533438022,503965;29,2557680719762;27,6708157583061;31,3499125355829;-14,4739485656001;-14,4751328775947;2,29510675471894;-11,8594938842939;-10,0105078715359;-8,11515415713515;79,2437033418401;-546,186480430618;-681,955446505224;-14,8417978257342;-62,3823910028772;19,0052534274841;-8,6240676488017;-18,3683904938142;-22,8692760936645;-10,9567048605959;-45660,972789226;-12,1272362707004;-11,7699598977705;-165,86337822489;-32,4069446698037;-67,1062839237742;-13,1422853374196;-13,4943470933238;-12,5212383335571;-13,7204458406238;-11,2044458867435;1,63315505993021;-19,389603302197;-18,6071198252485;-18,5901278065168;-13,5901278065168;-8,6177943211573;-9,62638082204016;-17,2933960733409;-605,171413395809;-320,564780043635;-148,417978257342;-31,2360863215966;-1,84545057867725;-2,22403437974726;-0,629369657746274;-2
318154;"AMGEN";"2010";"20100301";-17,7268552204386;-76,1168245860779;-15,6003632904273;-5,38927401966539;-418472549,659647;31,0954053031606;29,6832496474877;33,3131962272587;-13,9360009809462;-13,9371427588816;3,54681288105108;-11,7943345035964;-9,9116515577937;-7,76213485224063;79,7946709532492;-513,487665353123;-638,927401966539;-13,3845193508115;-60,131270054226;23,8053406604282;-8,31495033120592;-17,1534793586292;-21,0023923855885;-10,1227787862305;-24812,6157752809;-11,9133249647488;-11,5346574612236;-151,902621722846;-27,2579275905119;-62,3049629772462;-11,9960663410746;-12,359871785532;-11,3706161920841;-12,4590830242041;-9,6601747815231;1,61977474659833;-18,0419742881974;-17,3310899104899;-17,2980578026821;-12,2980578026821;-8,44403406222155;-9,41319484805873;-15,8131086142322;-571,826619977502;-312,166073037968;-133,845193508115;-29,0406991260924;-1,8150514152079;-1,80738649997209;-0,665439945728609;0
318154;"AMGEN";"2011";"20110225";-17,0170553277092;-74,6529861505105;-15,2676202025349;-4,92934035252711;-319514947,37562;28,5634197643238;27,8680029029004;31,3896853600335;-14,4630506526094;-14,4641683682255;3,14027315599034;-12,018878941868;-10,019659813238;-7,68099512950378;78,5124901723713;-491,516397591987;-592,934035252711;-12,7956108745496;-57,7146682462688;23,2803393676947;-8,2872062930871;-16,6275457273861;-20,3265786024955;-9,54492050221455;-16059,1821945627;-12,2077418878693;-11,8585160766563;-142,092040615788;-25,7635113003603;-61,4034228156191;-12,0112504398673;-12,326230309828;-11,1251765783442;-12,0166986926843;-9,26007206026859;1,60924504120778;-17,6274128340643;-16,9390764352633;-16,9005875686139;-11,9005875686139;-8,33754721685365;-9,26751289080976;-14,7805764821487;-550,316996206002;-321,893434444021;-127,956108745496;-26,6288896167704;-1,85019311668184;-0,233204775750398;-0,184016388233546;0
318154;"AMGEN";"2012";"20120229";-17,6128046639508;-75,8806237629923;-15,5521670189648;-5,31210489062661;-402523604,180773;30,2431754773284;28,9898416587819;32,9525748117777;-14,0348126912736;-14,035951058169;4,2524195804877;-11,7037249732401;-9,8358176394588;-7,75124982609479;79,5639576316198;-509,720414309029;-631,210489062661;-13,3848112989118;-59,7259212098809;23,3098366687673;-8,33208879779531;-17,1207948934353;-20,9447594318489;-10,0386689321126;-26102,3237774948;-12,0124214561246;-11,6436636017371;-150,311414679324;-27,1775874044918;-61,960222976947;-12,0281692256226;-12,3734922343698;-11,3712778286049;-12,4231527590883;-9,54248668673304;1,61979416214853;-18,0199809209837;-17,3102860322551;-17,2769711610582;-12,2769711610582;-8,34353423916075;-9,3020158928739;-15,6825191016439;-569,001536549133;-315,108513156958;-133,848112989118;-28,6309330863626;-1,82582466014864;-0,789872322612929;-0,401562408151981;-2
318154;"AMGEN";"2013";"20130227";-20,7705892467989;-82,189082268109;-18,1161827671795;-6,49986952393579;-729424792,556527;30,6639284373466;28,4534192970803;31,921849365524;-14,317235586449;-14,318455078407;1,15414547400905;-11,8180201872588;-10,0629744257715;-8,40720274743994;80,0270373437642;-587,739617281078;-749,986952393579;-16,149286718907;-65,9691343452588;17,5022323916806;-8,78732375031304;-19,4601827811288;-23,2162203101373;-11,6480683128298;-44118,0081625477;-11,9634966933318;-11,589846362665;-183,219610206952;-32,3568414707655;-68,5052170762067;-12,9405161395406;-13,2984087133038;-12,4025484476978;-13,9272013541727;-11,7295559574041;1,62097984628504;-19,3770285534643;-18,5952024279994;-18,5780714798316;-13,5780714798316;-8,9038883344048;-9,97649014899908;-19,0001205545509;-646,015869443779;-317,728207626765;-161,49286718907;-34,7870202933494;-1,82061397175614;-0,922148431238827;-0,531060366187828;-1
318154;"AMGEN";"2014";"20140224";-18,6446076773217;-77,9499244952543;-16,3473461374676;-5,73461336818317;-498583008,351102;31,6638436059621;29,8998313945368;32,9753970888122;-14,0285592960771;-14,0297272382625;3,6309363591042;-11,6643987279778;-9,8581506596434;-7,9522855940419;79,9194578357188;-536,489943847218;-673,461336818317;-14,069803198032;-61,9325116211583;21,6095304703476;-8,47439795616756;-17,9023409763589;-22,0337958451516;-10,6805521796293;-22941,3598523985;-11,8472274876788;-11,4619502364467;-161,39790897909;-29,9126691266913;-64,303916154771;-12,4361176443776;-12,8219910279785;-11,9461388233416;-13,1509480334148;-10,319803198032;1,6227897685597;-18,7513118784766;-18,0024395923795;-17,9781513695844;-12,9781513695844;-8,53455207369491;-9,53324408076982;-16,8255535055351;-594,532315789331;-313,691900326636;-140,69803198032;-30,8222632226322;-1,81963206097731;0,0720763142572329;-0,0415666216462756;0
318154;"AMGEN";"2015";"20150219";-17,5898368433825;-75,8365972954756;-15,5236468684149;-5,31213687409114;-399835324,806481;31,2162921995622;29,8654549295234;33,0505304028882;-14,007972467487;-14,0091101125322;5,40688582364383;-11,5120433112725;-9,69553452523044;-7,74370502554977;79,6081449066793;-509,438652260166;-631,213687409114;-13,1673996701484;-59,7106967503565;24,1748444122198;-8,28549419818961;-16,9993696921725;-20,9656639978845;-10,0432797351234;-21998,1189004948;-11,8992683488881;-11,5191951837769;-150,164925783397;-27,2380428807037;-62,0149204509851;-11,9993828508814;-12,3689301099275;-11,3870925168233;-12,437520708706;-9,55799890049478;1,62684078547649;-18,0365338107865;-17,325943607477;-17,29284162108;-12,29284162108;-8,30784128500434;-9,26453789658194;-15,5933205057724;-567,442719054236;-312,972833790375;-131,673996701484;-28,627817482133;-1,81563736221531;-0,468714034794713;-0,265333176046053;-2
318154;"AMGEN";"2016";"20160216";-17,2550194898398;-75,1111037930675;-15,5526425835814;-4,94838626598134;-320874466,40237;28,2823635467069;27,5993574136284;30,4680767466946;-14,7155750990987;-14,7167004653743;3,7562685458185;-11,9115175931449;-9,94291056469043;-7,75484809160302;78,102696779443;-495,960816309923;-594,838626598134;-12,8905349794239;-57,7957591162594;22,1434164315571;-8,35012755618057;-16,8051184720229;-20,5881404724463;-9,62231369136582;-12955,4016131687;-12,2404228434062;-11,8944651277468;-143,632510288066;-26,4543209876543;-61,9320271449953;-12,2230207308582;-12,5398053483814;-11,3108390467341;-12,1954572859089;-9,40740740740741;1,61034964706435;-17,8205022387497;-17,1216299441195;-17,0857164321666;-12,0857164321666;-8,33720527807234;-9,26823217410196;-14,9233333333333;-554,329360210335;-325,510521133387;-128,905349794239;-26,7053497942387;-1,86271458070084;1,51629137416833;0,331040121957281;0
318154;"AMGEN";"2017";"20170214";-17,4967564648733;-75,6815094452894;-15,2840522607288;-5,40551091068559;-423441007,542036;32,5469236323113;30,9713721227722;34,5720176883294;-13,591078865327;-13,5922133366818;6,12117722191046;-11,3600776030319;-9,59628563361095;-7,67717253652542;80,3851609827906;-510,094549376993;-640,551091068559;-13,1017608049394;-60,2126246652317;25,7557438789087;-8,21232459282912;-16,9057530543024;-20,9294239754114;-10,1215328561035;-27171,5348810885;-11,7445437636847;-11,3489981400532;-150,688314658129;-27,0230962725817;-61,4074772846904;-11,824630650114;-12,2176397848703;-11,3062092959511;-12,4081653639399;-9,40269837640064;1,63341834135558;-17,9775969585389;-17,2701964411787;-17,2363345719452;-12,2363345719452;-8,2676179288174;-9,22955289786492;-15,654607820718;-567,768594447545;-305,788176282932;-131,017608049394;-29,1385776354905;-1,79082269292043;0,661814737830652;0,264312048198589;2
320193;"APPLE";"2008";"20081105";-17,6305978738132;-75,8770962378976;-15,774264265038;-5,15617352997997;-359914290,437908;29,1776620193044;28,1882717940861;31,0683627891834;-14,5510943223126;-14,5522330320208;3,8169146346127;-11,8308916706573;-9,90920992122377;-7,81231189905596;78,5626356661727;-507,352352197729;-615,617352997997;-13,2208621607238;-58,8848198830901;23,3560910637461;-8,31006501009072;-16,9052456774101;-21,3210008974878;-9,98757959896189;-10955,8011176158;-12,1363183698483;-11,7799502068332;-148,480574773816;-28,3597658328898;-63,9601550704394;-12,6326251730663;-12,9848038052318;-11,739028807044;-12,6886612191892;-10,0516232038318;1,6247547819814;-18,3403975042097;-17,6134443243397;-17,5841778563851;-12,5841778563851;-8,38108630144258;-9,32953407881275;-15,3011176157531;-563,550258639516;-320,031377274207;-132,208621607238;-27,7892496008515;-1,83537612992186;0,0356134941691581;-0,111259549859402;0
320193;"APPLE";"2009";"20091027";-18,3257240983242;-77,2578674222826;-16,3807513938606;-5,38614662256483;-409206624,178076;29,0221914934198;27,8319568949075;30,4259701888232;-14,7271124643817;-14,7282731260729;3,43267075384912;-11,8181125625011;-9,92732257374474;-7,97045938616065;78,4634253649129;-523,732257073675;-638,614662256483;-13,8160220994475;-60,0820122407883;21,5876345835489;-8,43251004654456;-17,4444588153845;-21,8373602056096;-10,3155776536739;-11484,1460220994;-12,1543963379744;-11,7998359717719;-155,426519337017;-29,692817679558;-65,1922942771367;-12,8657648016877;-13,2166040538134;-11,9969317546257;-13,0325208137554;-10,4933701657459;1,62495350753725;-18,6937961148996;-17,9479780157066;-17,923006821572;-12,923006821572;-8,49796186654556;-9,46871219610889;-16,0083977900552;-579,565248399539;-322,102083333588;-138,160220994475;-28,9668508287293;-1,84215144001526;-1,04612978189354;-0,59120140562366;-2
320193;"APPLE";"2010";"20101027";-18,1777200493476;-76,9493134502186;-16,3290205142393;-5,2784704262082;-385712431,308908;28,2205320600273;27,2149992420797;29,8607818591784;-14,8819763274577;-14,8831324844626;5,40036082712544;-11,5286416087952;-9,70211748545294;-7,95776615571653;78,1101905138406;-518,506630961524;-627,84704262082;-13,7170521785906;-59,5058940455598;21,3455541126939;-8,43212798630574;-17,3347833673072;-21,6945730381138;-10,1819118493556;-11362,5156213018;-12,2476125511596;-11,9023738062756;-153,17643894567;-29,3512641204949;-65,133431231028;-12,8416102930057;-13,1736896087297;-11,9522504594244;-12,9396498852112;-10,431414739107;1,62222643792125;-18,6040176061335;-17,8629757523334;-17,8369296319593;-12,8369296319593;-8,26854824095227;-9,21996781297316;-15,7726734803658;-574,257438737492;-324,485988823518;-137,170521785906;-28,389456697149;-1,85194027588298;-1,16372204364401;-0,336231114240301;-1
320193;"APPLE";"2011";"20111026";-17,7488097413844;-76,0918576321026;-15,983953628076;-5,11407927476575;-350895489,820661;28,3454352989776;27,4881493338841;29,9967653433853;-14,844716308851;-14,8458585149231;6,05763093652399;-11,4746953578025;-9,64284455479896;-7,86747681604523;78,0296983924487;-507,939877536089;-611,407927476575;-13,2798634812287;-58,6419625233321;22,032653793925;-8,37545328614462;-17,0278728086485;-21,4036169555571;-9,96533425002041;-10127,7827502844;-12,2330889187235;-11,8863978105959;-148,568259385665;-28,6075085324232;-64,3693129661933;-12,7317218017057;-13,0676823570554;-11,826616518077;-12,7475308333325;-10,1427758816837;1,62129327441091;-18,4066937772007;-17,6761883674817;-17,6477409177379;-12,6477409177379;-8,17185293314568;-9,10657782719019;-15,317747440273;-563,597956363377;-324,158390700609;-132,798634812287;-27,5398179749716;-1,8540121863059;-0,665233819176128;-0,272983062584842;0
320193;"APPLE";"2012";"20121031";-18,8601172431524;-78,3293017683063;-16,7941933815999;-5,60429148795903;-458357347,541634;29,3180835559874;27,9064974495992;30,4215240126306;-14,7283307344432;-14,7295069225164;3,66301860279798;-11,7063985365202;-9,87191426491498;-8,07770933873128;78,6422362910498;-537,53438183042;-660,429148795903;-14,2850877192982;-61,223445642657;20,6426283918342;-8,50952072202407;-17,8565391785877;-22,2804212174027;-10,6171096516448;-9366,17975146199;-12,1199902841875;-11,7619893126063;-161,290204678363;-30,8245614035088;-66,4175942142621;-13,0275872129112;-13,3860086934505;-12,2057679232238;-13,3265326978283;-10,9312865497076;1,62510208627218;-18,9876469774769;-18,2262702679715;-18,2047430273029;-13,2047430273029;-8,53135595846348;-9,51963983206133;-16,6105263157895;-592,756743035694;-321,716007773864;-142,850877192982;-30,0950292397661;-1,83978625212533;-0,427283281171948;-0,473651447868872;-2
320193;"APPLE";"2013";"20131030";-18,7343502039419;-78,0853771421925;-16,6531409465419;-5,58713343151309;-454369821,508368;29,6935346861727;28,2573619631902;30,8199795752714;-14,6191523164573;-14,6203246814535;3,66729128203346;-11,7109514877535;-9,87335896375301;-8,03997064780401;78,8110943718183;-535,158327173574;-658,713343151309;-14,1593484419263;-61,1367138871027;21,3797501761347;-8,4679995290151;-17,7336363964508;-22,1566803519218;-10,5728686980175;-9586,52478753541;-12,0763331760264;-11,7139664936291;-160,313031161473;-30,4674220963173;-65,9556461370014;-12,9219022502463;-13,2858628515509;-12,1226623871167;-13,242358075526;-10,7875354107649;1,62469813590442;-18,8955092281795;-18,1389989278633;-18,1164038621089;-13,1164038621089;-8,53563601410147;-9,5229886725659;-16,4961756373938;-590,568754662877;-320,195833100047;-141,593484419263;-30,014164305949;-1,83204341670599;0,113059826064798;-0,210354782732913;1
320193;"APPLE";"2014";"20141027";-17,8680671309622;-76,3952394583291;-15,7346375181624;-5,42906276848071;-418971287,905959;31,5570951969561;30,0648521221256;33,0838817252725;-13,9988340717484;-13,9999801481536;5,47669785759021;-11,4610378182761;-9,67234223572575;-7,79702877003111;79,7201613055997;-517,390472798588;-642,906276848071;-13,3686190220312;-60,3209437059583;24,4453886654183;-8,28499522109378;-17,1120300861731;-21,4890665018582;-10,2753548682158;-11845,1113567974;-11,8596400933772;-11,4756041027149;-153,188608275121;-28,6362170875873;-63,2938296096075;-12,3007478133273;-12,6888635829035;-11,7107526098544;-12,7912473902908;-9,9570123589468;1,63288247088404;-18,4143576333819;-17,6834419868647;-17,6550888143643;-12,6550888143643;-8,34241598225151;-9,30933369349959;-15,8313272434175;-573,325517421944;-311,088167804349;-133,686190220312;-29,2332079527136;-1,80517618513685;-0,263629567536495;-0,0482457540398414;0
